svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.064177362893815634,0.1161895429411353,0.066773990340869324,0.066773990340869324,0.12252042007001167,0.064177362893815634,0.064177362893815634,0.066773990340869324,0.064177362893815634,0.11738623103850641,0.066773990340869324,0.11667949884510394
0.071878646441073515,0.1161895429411353,0.066214040736333732,0.066214040736333732,0.12205367561260209,0.072345390898483075,0.072345390898483075,0.066214040736333732,0.072345390898483075,0.12438739789964995,0.066214040736333732,0.11702946734793869
0.066744457409568261,0.1161895429411353,0.066703996640302368,0.066703996640302368,0.11691948658109685,0.066744457409568261,0.066044340723453915,0.066703996640302368,0.066744457409568261,0.11341890315052509,0.066703996640302368,0.11674949254567089
0.066744457409568261,0.1161895429411353,0.066284034436900674,0.066284034436900674,0.11458576429404901,0.066744457409568261,0.066511085180863475,0.066284034436900674,0.066744457409568261,0.11061843640606768,0.066284034436900674,0.11674949254567089
0.071645274212368729,0.1161895429411353,0.066843984041436266,0.066843984041436266,0.12718786464410736,0.071645274212368729,0.071411901983663942,0.066843984041436266,0.071645274212368729,0.12042007001166861,0.066843984041436266,0.11681948624623784
0.072345390898483075,0.1161895429411353,0.067193952544271018,0.067193952544271018,0.10851808634772463,0.072112018669778302,0.071878646441073515,0.067193952544271018,0.072112018669778302,0.11785297549591599,0.067193952544271018,0.11667949884510394
0.08168028004667445,0.1161895429411353,0.066843984041436266,0.066843984041436266,0.13442240373395567,0.08168028004667445,0.081913652275379237,0.066843984041436266,0.08168028004667445,0.12905484247374563,0.066843984041436266,0.11716945474907259
0.066511085180863475,0.1161895429411353,0.066634002939735426,0.066634002939735426,0.11388564760793465,0.066977829638273048,0.066977829638273048,0.066634002939735426,0.066977829638273048,0.11248541423570595,0.066634002939735426,0.11681948624623784
0.066044340723453915,0.1161895429411353,0.066703996640302368,0.066703996640302368,0.11598599766627771,0.066044340723453915,0.066044340723453915,0.066703996640302368,0.066044340723453915,0.1176196032672112,0.066703996640302368,0.11716945474907259
0.074679113185530915,0.1161895429411353,0.066913977742003222,0.066913977742003222,0.12322053675612601,0.074912485414235702,0.074445740956826142,0.066913977742003222,0.074912485414235702,0.12158693115519253,0.066913977742003222,0.1164695177434031
